date,ini_time,sw_type,band_type,ongoing,curvature,0_trof_time,4_inext,3_inext,2_inext,1_inext,0_inext,1_inext,2_inext,3_inext,4_inext,delta(4by2),delta(2by0),delta(0by2),delta(2by4),delta(4 by 0),delta(0by4),delta(4by1),delta(1by1),delta(1by4),delta(4by3),delta(3by2),delta(2by1),delta(1by0),delta(1by0),delta(2-1),delta(3-2),delta(4-3),4_angle,3_angle,2_angle,1_angle,0_angle,1_angle,2_angle,3_angle,4_angle,4_width,3_width,2_width,1_width,0_width,1_width,2_width,3_width,4_width,4_move,3_move,2_move,1_move,0_move,1_move,2_move,3_move,4_move,4_str,2_str,0_str,2_str,4_str,d(2-4)_width,d(0-2)_width,d(2-0)_width,d(4-2)_width,d(2-4)_move,d(0-2)_move,d(2-0)_move,d(4-2)_move
28/11/2012,15,4,1,1,0,15,137.4,296.6,276.3,108.9,146.6,81.3,73.5,118,148.2,138.9,-129.7,-73.1,74.7,9.2,1.6,-28.5,-27.6,66.9,159.2,-20.3,-167.4,37.7,-65.3,-7.8,44.5,30.2,260,260,260,260,260,260,260,255,245,,,,,,,,,,101.3,111.1,108.6,114.8,92.8,95.2,76.9,109.6,95.2,3,2,2,1,1,,,,,7.3,-15.8,-15.9,18.3
12/12/2012,15,5,1,1,1,15,131.9,116.9,221.4,260.7,292.1,226.3,246.2,112.2,145.4,89.5,70.7,-45.9,-100.8,160.2,-146.7,128.8,-34.4,-80.9,-15,104.5,39.3,31.4,-65.8,19.9,-134,33.2,245,255,265,265,265,260,250,250,250,,,,,,,,,,103.8,100.1,87.9,82.6,74.5,80.6,109.9,107.5,118.5,1,1,2,3,2,,,,,-15.9,-13.4,35.4,8.6
4/1/2013,21,2,1,1,0,21,326.1,290.8,237.6,221.3,159.4,156.1,142.7,0,0,-88.5,-78.2,-16.7,-142.7,-166.7,-159.4,-104.8,-65.2,-156.1,-35.3,-53.2,-16.3,-61.9,-3.3,-13.4,-142.7,0,260,265,270,265,265,265,265,265,265,,,,,,,,,,64.7,70.8,75.7,85.4,97.7,51.3,74.3,70.3,65.9,1,2,2,3,3,,,,,11,22,-23.4,-8.4
13/2/2013,6,5,1,1,0,9,63,67.1,67.6,79.8,93.1,94,133.6,137.6,153.8,4.6,25.5,40.5,20.2,30.1,60.7,16.8,14.2,59.8,4.1,0.5,12.2,13.3,0.9,39.6,4,16.2,270,275,280,280,280,260,260,260,260,,,,,,,,,,57.4,58.4,62.2,68.4,75.7,73.3,75.8,69.9,70.8,2,1,1,1,1,,,,,4.8,13.5,0.1,-5
2/3/2013,3,2,1,1,0,6,144.2,124.2,126.9,133.5,131.4,161.7,128.7,117.5,82,-17.3,4.5,-2.7,-46.7,-12.8,-49.4,-10.7,28.2,-79.7,-20,2.7,6.6,-2.1,30.3,-33,-11.2,-35.5,,,,,,,,,,,,,,,,,,,84.2,83,73.3,70.8,59.8,86.7,118.4,128.7,114.7,2,2,1,3,3,,,,,-10.9,-13.5,58.6,-3.7
10/12/2011,9,2,1,1,1,15,107.9,99.6,134.9,185.6,215.4,225.4,133.2,129.5,177.6,27,80.5,-82.2,44.4,107.5,-37.8,77.7,39.8,-47.8,-8.3,35.3,50.7,29.8,10,-92.2,-3.7,48.1,275,275,270,270,275,270,270,270,265,,,,,,,,,,47.6,53.7,58.7,62.8,62.3,53.7,62.2,68.4,75.7,1,1,1,2,2,,,,,11.1,3.6,-0.1,13.5
16/12/2011,3,5,1,1,1,6,141.8,176.3,264.2,250.9,274.8,203.4,258.5,287.1,176.9,122.4,10.6,-16.3,-81.6,133,-97.9,109.1,-47.5,-26.5,34.5,87.9,-13.3,23.9,-71.4,55.1,28.6,-110.2,250,255,260,260,260,270,270,270,270,,,,,,,,,,59.7,59.8,58.6,42.7,47.6,39.1,56.1,53.7,33,1,2,1,2,2,,,,,-1.1,-11,8.5,-23.1
2/1/2012,3,2,1,1,1,9,13.3,71.1,126,176.6,216.9,233.3,234.2,195.7,217.6,112.7,90.9,17.3,-16.6,203.6,0.7,163.3,56.7,-15.7,57.8,54.9,50.6,40.3,16.4,0.9,-38.5,21.9,265,260,260,255,255,260,260,260,260,,,,,,,,,,107.4,118.4,95.6,86.7,76.7,68.4,101.3,69.1,54.9,1,2,1,3,1,,,,,-11.8,-18.9,24.6,-46.4
14/1/2012,0,5,1,1,0,3,128.7,137,158.7,201.5,220.9,238.9,232,183.2,131.9,30,62.2,11.1,-100.1,92.2,-89,72.8,37.4,-107,8.3,21.7,42.8,19.4,18,-6.9,-48.8,-51.3,265,265,265,265,270,270,270,270,270,,,,,,,,,,45.6,34.2,36.7,37.9,36.6,28.1,28.1,41.5,50.1,1,2,2,2,3,,,,,-8.9,-0.1,-8.5,22
17/11/2011,21,5,1,1,1,21,89.7,123.5,152.2,174.5,209.3,113.9,128.5,93.9,103.1,62.5,57.1,-80.8,-25.4,119.6,-106.2,84.8,-60.6,-10.8,33.8,28.7,22.3,34.8,-95.4,14.6,-34.6,9.2,270,270,270,280,270,270,280,280,280,,,,,,,,,,47.6,40.9,39.1,42.7,36.6,45.2,39.1,53.1,41.5,1,1,3,1,1,,,,,-8.5,-2.5,2.5,2.4
15/10/2011,12,5,1,1,1,18,224.1,223.3,239.3,253.1,108.4,140.8,132.1,68.9,111.3,15.2,-130.9,23.7,-20.8,-115.7,2.9,29,-112.3,-29.5,-0.8,16,13.8,-144.7,32.4,-8.7,-63.2,42.4,250,250,250,250,255,250,250,250,250,,,,,,,,,,126.5,127.6,131.8,108,102.6,90.4,NA,NA,NA,1,1,1,3,3,,,,,5.3,-29.2,NA,NA
2/12/2010,3,2,1,1,0,3,89.8,109.1,112.5,106.2,105.9,128.3,144.2,130.4,125,22.7,-6.6,38.3,-19.2,16.1,19.1,16.4,22.1,-3.3,19.3,3.4,-6.3,-0.3,22.4,15.9,-13.8,-5.4,260,260,260,260,260,260,260,260,260,,,,,,,,,,100.7,95.8,100.7,109.9,96.4,94.6,99.5,98.3,100.1,2,1,1,1,2,,,,,0,-4.3,3.1,0.6
2/12/2010,15,2,1,1,0,18,208.3,212.6,135.4,140.4,99.4,131.4,102.2,106.4,122.9,-72.9,-36,2.8,20.7,-108.9,23.5,-67.9,-9,-8.5,4.3,-77.2,5,-41,32,-29.2,4.2,16.5,255,255,260,265,260,260,260,255,260,,,,,,,,,,97.7,95.8,95.3,90.4,101.3,106.3,103.8,102.5,100.7,2,2,2,2,2,,,,,-2.4,6,2.5,-3.1
16/12/2010,21,2,1,1,1,21,95.4,80.2,124.2,105,134.2,102.5,109.1,121.3,107.6,28.8,10,-25.1,-1.5,38.8,-26.6,9.6,-2.5,5.1,-15.2,44,-19.2,29.2,-31.7,6.6,12.2,-13.7,275,275,275,270,265,260,265,270,265,,,,,,,,,,58,59.2,67.7,83.6,89.7,90.9,84.8,75.7,69.6,2,2,2,2,2,,,,,9.7,22,-4.9,-15.2
12/2/2011,12,5,1,1,1,15,54,62.2,128.3,125.3,123.8,130.8,164.7,248.6,325.4,74.3,-4.5,40.9,160.7,69.8,201.6,71.3,5.5,194.6,8.2,66.1,-3,-1.5,7,33.9,83.9,76.8,250,250,255,255,260,260,260,255,250,,,,,,,,,,77.5,81.2,76.9,65.9,73.8,70.2,50.7,29.9,-20.8,2,2,1,2,2,,,,,-0.6,-3.1,-23.1,-71.5
26/2/2011,3,5,1,1,0,3,0,0,45.3,109.4,112.6,101.6,160.6,207.5,99.1,45.3,67.3,48,-61.5,112.6,-13.5,109.4,-7.8,-2.5,0,45.3,64.1,3.2,-11,59,46.9,-108.4,280,280,280,280,280,275,280,280,280,,,,,,,,,,75.1,76.9,72.7,81.8,79.9,75.7,45.8,54.9,70.8,2,2,1,1,1,,,,,-2.4,7.2,-34.1,25
4/1/2011,15,5,1,1,1,18,127.3,182.1,105.3,116.2,106.9,110.8,94,146.8,144.5,-22,1.6,-12.9,50.5,-20.4,37.6,-11.1,-5.4,33.7,54.8,-76.8,10.9,-9.3,3.9,-16.8,52.8,-2.3,255,250,255,255,255,265,265,265,270,,,,,,,,,,113.5,116,123.3,106.2,74.5,74.5,70.8,56.2,46.4,2,1,1,2,2,,,,,9.8,-48.8,-3.7,-24.4
5/1/2011,0,3,1,1,1,3,171.7,176,177.4,162.2,204.6,166.2,194,194.7,229.9,5.7,27.2,-10.6,35.9,32.9,25.3,-9.5,4,63.7,4.3,1.4,-15.2,42.4,-38.4,27.8,0.7,35.2,280,280,280,280,280,280,280,280,280,,,,,,,,,,41.5,47.6,45.2,46.1,46.5,23.3,15.9,27,-2.4,2,1,2,3,2,,,,,3.7,1.3,-30.6,-18.3
8/1/2011,12,1,1,1,0,3,23,29.2,15.9,8.2,0.6,0,0,0,0,-7.1,-15.3,-0.6,0,-22.4,-0.6,-14.8,-8.2,0,6.2,-13.3,-7.7,-7.6,-0.6,0,0,0,270,270,265,260,260,265,270,270,270,,,,,,,,,,70.8,68.4,70.8,57.5,58.5,62.4,69.6,58.6,64.7,2,3,2,1,2,,,,,0,-12.3,11.1,-4.9
21/1/2011,9,4,1,1,1,15,24.1,92.7,34.1,19.7,61.6,116.8,79.3,87.4,176.3,10,27.5,17.7,97,37.5,114.7,-4.4,97.1,59.5,68.6,-58.6,-14.4,41.9,55.2,-37.5,8.1,88.9,285,290,280,270,270,300,275,275,280,,,,,,,,,,67.1,65.9,39.1,34.2,28.1,39.1,63.5,62.3,68.4,2,2,1,1,1,,,,,-28,-11,35.4,4.9
23/1/2011,6,3,1,1,1,9,56.2,79.7,47.4,65.1,70.2,69.2,53.1,0,0,-8.8,22.8,-17.1,-53.1,14,-70.2,8.9,4.1,-69.2,23.5,-32.3,17.7,5.1,-1,-16.1,-53.1,0,260,265,260,260,270,280,300,310,300,,,,,,,,,,91.6,83,74.5,65.9,57.4,58.4,50.1,0,NA,1,1,3,3,3,,,,,-17.1,-17.1,-7.3,NA
25/1/2011,12,3,1,1,0,15,123.3,132.6,135.3,162,143.1,171.3,129.5,133.7,82.3,12,7.8,-13.6,-47.2,19.8,-60.8,38.7,9.3,-89,9.3,2.7,26.7,-18.9,28.2,-41.8,4.2,-51.4,260,260,260,260,260,265,260,260,260,,,,,,,,,,87.9,89,92.8,92.6,94.5,84.2,64.7,68.4,67.4,2,2,1,2,3,,,,,4.9,1.7,-29.8,2.7
28/1/2011,0,5,1,1,1,6,63.4,86.1,122.5,197.2,174,135.4,120.3,113.4,118,59.1,51.5,-53.7,-2.3,110.6,-56,133.8,-61.8,-17.4,22.7,36.4,74.7,-23.2,-38.6,-15.1,-6.9,4.6,290,290,290,290,290,280,270,270,270,,,,,,,,,,46.4,57.4,56.2,67.1,72,89,83,90.3,84.2,2,2,2,3,3,,,,,9.8,15.8,11,1.2
29/1/2011,3,2,1,1,0,6,113.9,97,109.7,105.8,40.1,70.3,55.1,69.3,88.8,-4.2,-69.6,15,33.7,-73.8,48.7,-8.1,-35.5,18.5,-16.9,12.7,-3.9,-65.7,30.2,-15.2,14.2,19.5,270,270,270,270,260,270,270,280,290,,,,,,,,,,68.4,68.4,74.5,81.8,79.3,78.1,46.4,47.6,56.2,2,2,2,2,2,,,,,6.1,4.8,-32.9,9.8
27/11/2010,9,3,1,1,1,12,148.6,315,370.1,263.1,267.7,216.2,243,252,290.3,221.5,-102.4,-24.7,47.3,119.1,22.6,114.5,-46.9,74.1,166.4,55.1,-107,4.6,-51.5,26.8,9,38.3,250,250,250,255,255,260,260,260,260,,,,,,,,,,96.4,74.5,72,61.1,52.5,72.1,72.8,79,48.8,1,2,2,1,2,,,,,-24.4,-19.5,20.3,-24
19/10/2010,9,5,1,1,0,15,29,25.7,28.4,51.7,31.5,23.1,46.2,42.5,41.1,-0.6,3.1,14.7,-5.1,2.5,9.6,22.7,-28.6,18,-3.3,2.7,23.3,-20.2,-8.4,23.1,-3.7,-1.4,270,270,270,270,275,275,275,270,280,,,,,,,,,,64.7,72,45.2,34.2,39.1,46.4,42.7,76.9,83,1,2,2,3,2,,,,,-19.5,-6.1,3.6,40.3
1/12/2009,3,5,1,1,0,6,35.8,49.7,25.9,21.4,32,42.2,67.5,68.3,0,-9.9,6.1,35.5,-67.5,-3.8,-32,-14.4,20.8,-42.2,13.9,-23.8,-4.5,10.6,10.2,25.3,0.8,-68.3,290,300,290,310,290,270,275,280,280,,,,,,,,,,30.5,24.4,34.2,30.5,36.7,61,79.3,78.1,85.2,1,1,1,2,2,,,,,3.7,2.5,42.6,5.9
28/12/2009,21,2,1,1,1,0,142.5,132.8,103.6,129.7,118.2,163.1,102.5,128.4,151.5,-38.9,14.6,-15.7,49,-24.3,33.3,-12.8,33.4,-11.6,-9.7,-29.2,26.1,-11.5,44.9,-60.6,25.9,23.1,270,290,280,270,270,270,300,285,280,,,,,,,,,,76.9,51.3,80.6,78.1,76.9,105,46.4,47.6,39.1,2,2,2,2,2,,,,,3.7,-3.7,-30.5,-7.3
1/1/2010,15,4,1,1,0,18,116.1,134.8,150.9,117.8,101.1,96.7,112.9,124.9,116.9,34.8,-49.8,11.8,4,-15,15.8,1.7,-21.1,20.2,18.7,16.1,-33.1,-16.7,-4.4,16.2,12,-8,270,270,280,270,270,270,270,275,275,,,,,,,,,,63.5,64.1,68.4,57.4,54.9,59.8,62.2,94,68.4,1,1,2,2,3,,,,,4.9,-13.5,7.3,6.2
15/1/2010,12,5,1,1,0,15,86.9,95.3,95.3,108.2,120,92.1,0,46.5,37.5,8.4,24.7,-120,37.5,33.1,-82.5,21.3,-16.1,-54.6,8.4,0,12.9,11.8,-27.9,-92.1,46.5,-9,270,270,265,265,260,265,270,270,270,,,,,,,,,,54.9,58.6,57.4,46.5,52.5,20.7,22.7,29.3,16,1,2,1,3,3,,,,,2.5,-4.9,-29.8,-6.7
27/1/2010,9,5,1,1,1,12,178.9,159.7,141.7,151,157.6,114.6,116.1,203.2,208.9,-37.2,15.9,-41.5,92.8,-21.3,51.3,-27.9,-36.4,94.3,-19.2,-18,9.3,6.6,-43,1.5,87.1,5.7,255,255,260,270,280,280,280,280,280,,,,,,,,,,72,52.5,46.4,50,46.4,57.4,78.1,87.9,96.4,1,2,1,2,2,,,,,-25.6,0,31.7,18.3
28/1/2010,15,4,1,1,1,18,86.6,118.3,147.4,142.4,126.5,198.6,181.1,196.8,217.8,60.8,-20.9,54.6,36.7,39.9,91.3,55.8,56.2,19.2,31.7,29.1,-5,-15.9,72.1,-17.5,15.7,21,250,250,240,235,275,275,275,275,265,,,,,,,,,,120.8,95.2,108.7,39.7,55,54.9,41.5,24.4,18.3,2,2,2,2,2,,,,,-12.1,-53.7,-13.5,-23.2
5/10/2009,3,5,1,1,1,3,20.4,54,94.2,158.7,21,48.7,84.5,104.3,57.1,73.8,-73.2,63.5,-27.4,0.6,36.1,138.3,-110,8.4,33.6,40.2,64.5,-137.7,27.7,35.8,19.8,-47.2,250,250,260,255,260,265,255,265,270,,,,,,,,,,98.9,87.9,75.7,50.1,86.7,92.8,72.1,48.9,47.6,1,2,2,2,2,,,,,-23.2,11,-14.6,-24.5
7/1/2014,3,4,1,1,1,6,57.1,93.3,130.6,108.3,100.2,123.7,118.6,134.3,126,73.5,-30.4,18.4,7.4,43.1,25.8,51.2,15.4,2.3,36.2,37.3,-22.3,-8.1,23.5,-5.1,15.7,-8.3,,,,,,,,,,,,,,,,,,,109.9,111.1,107.4,85.5,70.8,62.3,73.2,73.2,79.2,2,1,1,2,2,,,,,-2.5,-36.6,2.4,6
9/1/2014,6,5,1,1,1,6,91.5,51.5,87.1,79.5,90.5,56.8,42.7,41.1,72.2,-4.4,3.4,-47.8,29.5,-1,-18.3,-12,-22.7,15.4,-40,35.6,-7.6,11,-33.7,-14.1,-1.6,31.1,,,,,,,,,,,,,,,,,,,83,74.5,54.9,54.9,50.1,46.4,37.8,40.3,40.3,1,1,2,3,2,,,,,-28.1,-4.8,-12.3,2.5
28/1/2014,3,2,1,1,1,6,71.7,71.4,88.9,78.9,59.6,69.7,65.4,80.2,79.4,17.2,-29.3,5.8,14,-12.1,19.8,7.2,-9.2,9.7,-0.3,17.5,-10,-19.3,10.1,-4.3,14.8,-0.8,,,,,,,,,,,,,,,,,,,61.1,56.1,56.2,53.7,48.7,62.3,56.2,47.6,51.3,3,1,1,2,3,,,,,-4.9,-7.5,7.5,-4.9
29/1/2014,15,5,1,1,0,18,29.4,39.3,26,71.7,69.2,82.7,65,77.8,47.9,-3.4,43.2,-4.2,-17.1,39.8,-21.3,42.3,11,-34.8,9.9,-13.3,45.7,-2.5,13.5,-17.7,12.8,-29.9,,,,,,,,,,,,,,,,,,,90.3,95.2,96.4,95.4,108.8,96.4,96.4,98.9,95.2,2,2,1,2,1,,,,,6.1,12.4,-12.4,-1.2
