date,type,iniyear,inimonth,iniday,initime,finyear,finmonth,finday,fintime,duration,le,cs
1/10/2010,LWT,2010,10,1,6,2010,10,2,3,8,0,9
3/10/2010,COL,2010,10,3,21,2010,10,4,12,6,0,9
6/10/2010,COL,2010,10,6,3,2010,10,7,0,8,0,9
12/10/2010,NW,2010,10,12,6,2010,10,13,0,7,0,9
14/10/2010,COL,2010,10,14,18,2010,10,15,15,9,0,9
19/10/2010,W,2010,10,19,9,2010,10,19,18,4,1,9
21/10/2010,W,2010,10,21,9,2010,10,22,0,6,0,9
24/10/2010,NW,2010,10,24,3,2010,10,24,3,1,1,9
29/10/2010,W,2010,10,29,12,2010,10,29,18,3,1,9
1/12/2009,W,2010,12,1,3,2010,12,1,9,3,1,10
9/12/2009,SW,2010,12,9,21,2010,12,21,3,3,0,10
13/12/2009,SW,2010,12,13,15,2010,12,13,21,3,0,10
15/12/2009,SW,2010,12,15,0,2010,12,15,6,3,1,10
16/12/2009,W,2010,12,16,0,2010,12,16,6,3,1,10
19/12/2009,COL,2010,12,19,21,2010,12,20,12,6,0,10
21/12/2009,COL,2010,12,21,12,2010,12,22,12,6,1,10
28/12/2009,W,2010,12,28,9,2010,12,28,18,4,1,10
28/12/2009,LWT,2010,12,28,21,2010,12,29,6,4,1,10
3/2/2010,SW,2010,2,3,3,2010,2,3,12,4,1,10
18/2/2010,LWT,2010,2,18,18,2010,2,19,3,4,1,10
19/2/2010,LWT,2010,2,19,9,2010,2,19,15,3,1,10
26/2/2010,COL,2010,2,26,18,2010,2,27,6,21,0,10
1/1/2010,SW,2010,1,1,15,2010,1,1,21,3,1,10
4/1/2010,LWT,2010,1,4,21,2010,1,5,18,8,1,10
15/1/2010,W,2010,1,15,12,2010,1,15,15,2,1,10
19/1/2010,COL,2010,1,19,21,2010,1,21,3,11,1,10
26/1/2010,LWT,2010,1,26,3,2010,1,26,18,6,1,10
27/1/2010,W,2010,1,27,9,2010,1,27,12,2,1,10
28/1/2010,SW,2010,1,28,15,2010,1,29,0,4,1,10
2/3/2010,COL,2010,3,2,9,2010,3,3,6,8,1,10
12/3/2010,SW,2010,3,12,9,2010,3,12,15,3,0,10
24/3/2010,NW,2010,3,24,9,2010,3,25,15,3,0,10
29/3/2010,W,2010,3,29,6,2010,3,30,0,7,0,10
1/10/2009,LWT,2009,10,1,0,2009,10,1,3,2,1,10
02/10/09,LWT,2009,10,3,3,2009,10,3,3,1,0,10
3/10/2009,COL,2009,10,3,21,2009,10,4,0,2,0,10
4/10/2009,SW,2009,10,4,9,2009,10,4,15,3,1,10
5/10/2009,W,2009,10,5,3,2009,10,5,9,3,1,10
7/10/2009,W,2009,10,7,6,2009,10,7,15,4,0,10
13/10/2009,W,2009,10,13,12,2009,10,13,18,3,1,10
18/10/2009,NW,2009,10,18,15,2009,10,19,3,5,0,10
24/10/2009,SW,2009,10,24,21,2009,10,25,6,4,0,10
1/11/2009,SW,2009,11,1,0,2009,11,1,12,5,1,10
3/11/2009,W,2009,11,3,12,2009,11,4,3,6,1,10
5/11/2009,NW,2009,11,5,15,2009,11,6,9,7,0,10
11/11/2009,NW,2009,11,11,3,2009,11,11,15,5,0,10
17/11/2009,NW,2009,11,17,9,2009,11,18,6,8,0,10
20/11/2009,SW,2009,11,12,6,2009,11,12,18,5,0,10
25/11/2009,LWT,2009,11,25,21,2009,11,26,0,2,0,10
30/11/2009,LWT,2009,11,30,12,2009,11,30,21,4,1,10
